OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
15429,4142,Barker Street - 47,Barker Street,Thornton Parade,503763,6970076,-27.392627,153.038061,Wavell Heights,3 - Regular with seat,Y,Easy,Hard,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.03806704252204, -27.392614445290832], ""type"": ""Point""}","-27.392614445290832, 153.03806704252204"
15430,4143,Kuran Street - 49,Kuran Street,Kinka Street,503559.3,6970318.5,-27.390438,153.036,Chermside,2 - Intermediate,Y,Easy,Medium,Easy,2016-01-29T11:00:00+10:00,"{""coordinates"": [153.03600604280263, -27.390425444621822], ""type"": ""Point""}","-27.390425444621822, 153.03600604280263"
15431,4144,Kuran Street - 49,Kuran Street,Kinka Street,503536.7,6970309.8,-27.390516,153.035771,Chermside,3 - Regular with seat,Y,Easy,Easy,Easy,2017-05-23T12:00:00+10:00,"{""coordinates"": [153.0357770435059, -27.390503444816087], ""type"": ""Point""}","-27.390503444816087, 153.0357770435059"
15432,4145,Kingsmill Street,Kingsmill Street,Hall Street,503355.5,6970419.3,-27.389528,153.033938,Chermside,2 - Intermediate,Y,Easy,Easy,Hard,2017-05-23T12:00:00+10:00,"{""coordinates"": [153.03394404295005, -27.38951544470277], ""type"": ""Point""}","-27.38951544470277, 153.03394404295005"
15433,4146,Kingsmill Street,Kingsmill Street,Kuran Street,503340.2,6970394.3,-27.389754,153.033783,Chermside,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-23T12:00:00+10:00,"{""coordinates"": [153.0337890429761, -27.38974144462844], ""type"": ""Point""}","-27.38974144462844, 153.0337890429761"
15434,4147,Kuran Street - 49A,Kuran Street,Buruda Street,503360.5,6970338.9,-27.390254,153.033989,Chermside,2 - Intermediate,N,Medium,Hard,Hard,,"{""coordinates"": [153.03399504307717, -27.390241444396402], ""type"": ""Point""}","-27.390241444396402, 153.03399504307717"
15435,4148,Burradoo Street - 48,Kuran Street,Burradoo Street,503669.5,6970288,-27.390712,153.037115,Chermside,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.03712104283767, -27.39069944496219], ""type"": ""Point""}","-27.39069944496219, 153.03712104283767"
15436,4149,Thornton Parade - 48,Thornton Parade,Bowd Parade,503749.8,6970245,-27.391101,153.037927,Wavell Heights,4 - Regular,Y,Easy,Hard,Easy,2023-03-29T12:00:00+10:00,"{""coordinates"": [153.03793304248123, -27.391088444829165], ""type"": ""Point""}","-27.391088444829165, 153.03793304248123"
15437,4150,Firmiston Winstanley Street O/B,Winstanley Street,Firmiston Street,510620,6957443,-27.506641,153.107526,Carindale,3 - Regular with seat,Y,Medium,Easy,Medium,2017-08-10T12:00:00+10:00,"{""coordinates"": [153.1075320210879, -27.50662845317304], ""type"": ""Point""}","-27.50662845317304, 153.1075320210879"
15438,4151,Pfingst Road - 44,Pfingst Road,Taylor Street,504049,6969567.9,-27.397213,153.040955,Wavell Heights,2 - Intermediate,Y,Easy,Medium,Medium,2019-09-10T12:00:00+10:00,"{""coordinates"": [153.04096104164526, -27.397200445087773], ""type"": ""Point""}","-27.397200445087773, 153.04096104164526"
15439,4152,Pfingst Road - 44,Pfingst Road,White Street,504060,6969550,-27.397375,153.041067,Wavell Heights,2 - Intermediate,N,Medium,Medium,Hard,,"{""coordinates"": [153.0410730418677, -27.39736244548667], ""type"": ""Point""}","-27.39736244548667, 153.0410730418677"
15440,4153,Pfingst Road - 45,Pfingst Road,Rode Road,504083.6,6969777.3,-27.395322,153.041304,Wavell Heights,2 - Intermediate,Y,Easy,Hard,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0413100419081, -27.395309445314368], ""type"": ""Point""}","-27.395309445314368, 153.0413100419081"
15441,4154,Leckie Road,Castle Street,Leckie Road,503439.1,6968795.6,-27.404186,153.034789,Kedron,2 - Intermediate,Y,Easy,Hard,Medium,2023-02-08T11:00:00+10:00,"{""coordinates"": [153.0347950416069, -27.40417344429686], ""type"": ""Point""}","-27.40417344429686, 153.0347950416069"
15442,4155,Castle Street,Castle Street,Seabrook Street,503240.8,6968814.9,-27.404013,153.032783,Kedron,2 - Intermediate,Y,Easy,Hard,Easy,2023-04-03T12:00:00+10:00,"{""coordinates"": [153.03278904217865, -27.404000444733683], ""type"": ""Point""}","-27.404000444733683, 153.03278904217865"
15443,4157,Brae Street - 43,Pfingst Road,Brae Street,504015.6,6969367.8,-27.399019,153.040618,Wavell Heights,2 - Intermediate,Y,Easy,Easy,Hard,2023-02-10T11:00:00+10:00,"{""coordinates"": [153.04062404147416, -27.399006445132457], ""type"": ""Point""}","-27.399006445132457, 153.04062404147416"
15444,4158,Brae Street - 43,Brae Street,Pfingst Road,504074.9,6969380.4,-27.398905,153.041218,Wavell Heights,2 - Intermediate,Y,Easy,Medium,Medium,2018-01-08T11:00:00+10:00,"{""coordinates"": [153.04122404192182, -27.39889244496738], ""type"": ""Point""}","-27.39889244496738, 153.04122404192182"
15445,4159,Zeehan Street - 42,Edinburgh Castle Road,Zeehan Street,504340.2,6969339.9,-27.39927,153.043902,Wavell Heights,2 - Intermediate,Y,Easy,Easy,Medium,2019-09-27T12:00:00+10:00,"{""coordinates"": [153.04390804072798, -27.399257445958273], ""type"": ""Point""}","-27.399257445958273, 153.04390804072798"
15446,4160,Zeehan Street - 42,Edinburgh Castle Road,White Street,504331.9,6969320.5,-27.399445,153.043817,Wavell Heights,2 - Intermediate,N,Medium,Medium,Easy,,"{""coordinates"": [153.043823040973, -27.3994324458835], ""type"": ""Point""}","-27.3994324458835, 153.043823040973"
15447,4161,Deloraine Street - 41,Edinburgh Castle Road,Deloraine Street,504525.9,6969411.1,-27.398627,153.04578,Wavell Heights,2 - Intermediate,Y,Easy,Medium,Medium,2019-11-15T11:00:00+10:00,"{""coordinates"": [153.0457860409137, -27.398614445826652], ""type"": ""Point""}","-27.398614445826652, 153.0457860409137"
15448,4162,Deloraine Street - 41,Edinburgh Castle Road,Vale Road,504547.2,6969405.6,-27.398677,153.045995,Wavell Heights,4 - Regular,Y,Hard,Easy,Easy,,"{""coordinates"": [153.04600104095877, -27.398664445760247], ""type"": ""Point""}","-27.398664445760247, 153.04600104095877"
15449,4163,Shaw Road - 37,Shaw Road,Buckland Road,504748.7,6969021,-27.402148,153.048035,Wavell Heights,2 - Intermediate,Y,Easy,Easy,Medium,2019-09-10T12:00:00+10:00,"{""coordinates"": [153.04804103996008, -27.402135446159836], ""type"": ""Point""}","-27.402135446159836, 153.04804103996008"
15450,4164,Shaw Road - 37,Shaw Road,Cressey Road,504750.7,6969128.2,-27.40118,153.048054,Wavell Heights,4 - Regular,Y,Easy,Medium,Medium,2023-03-27T12:00:00+10:00,"{""coordinates"": [153.04806004085503, -27.401167445676688], ""type"": ""Point""}","-27.401167445676688, 153.04806004085503"
15451,4165,Shaw Road - 38,Shaw Road,Sylvan Avenue,504774.9,6969195.4,-27.400573,153.048299,Wavell Heights,2 - Intermediate,Y,Easy,Hard,Easy,2023-03-27T12:00:00+10:00,"{""coordinates"": [153.04830504034612, -27.40056044588613], ""type"": ""Point""}","-27.40056044588613, 153.04830504034612"
15452,4166,Shaw Road - 39,Shaw Road,Vale Street,504782.9,6969340,-27.399268,153.048379,Wavell Heights,2 - Intermediate,Y,Easy,Easy,Medium,2023-03-27T12:00:00+10:00,"{""coordinates"": [153.04838504082548, -27.399255445547237], ""type"": ""Point""}","-27.399255445547237, 153.04838504082548"
15453,4167,Shaw Road - 39,Shaw Road,Villeroy Street,504806.2,6969402.8,-27.398701,153.048615,Wavell Heights,2 - Intermediate,Y,Easy,Hard,Medium,,"{""coordinates"": [153.04862104037142, -27.39868844616665], ""type"": ""Point""}","-27.39868844616665, 153.04862104037142"
15454,4168,Edinburgh Castle Road - 40,Edinburgh Castle Road,Shaw Road,504768.8,6969491.5,-27.3979,153.048236,Wavell Heights,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.04824204121365, -27.397887445690756], ""type"": ""Point""}","-27.397887445690756, 153.04824204121365"
15455,4169,Edinburgh Castle Road - 40,Edingburgh Castle Road,Shaw Road,504725.3,6969488.7,-27.397925,153.047796,Wavell Heights,4 - Regular,Y,Easy,Medium,Medium,2019-11-15T11:00:00+10:00,"{""coordinates"": [153.04780204080416, -27.397912445985106], ""type"": ""Point""}","-27.397912445985106, 153.04780204080416"
15456,4170,Westwood Street - 36,Shaw Road,Westwood Street,504824.1,6969614.1,-27.396793,153.048795,Wavell Heights,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.04880104114073, -27.396780446436136], ""type"": ""Point""}","-27.396780446436136, 153.04880104114073"
15457,4171,Westwood Street - 36,Shaw Road,Rode Road,504840.6,6969631.5,-27.396636,153.048962,Wavell Heights,3 - Regular with seat,Y,Easy,Medium,Medium,2023-02-08T11:00:00+10:00,"{""coordinates"": [153.04896804086886, -27.39662344555958], ""type"": ""Point""}","-27.39662344555958, 153.04896804086886"
15458,4172,Rilatt Street - 46,Bilsen Road,Rilatt Street,505143.4,6970071.8,-27.392659,153.052022,Wavell Heights,4 - Regular,Y,Easy,Medium,Easy,2023-02-09T11:00:00+10:00,"{""coordinates"": [153.0520280415308, -27.39264644645961], ""type"": ""Point""}","-27.39264644645961, 153.0520280415308"
15459,4173,Rilatt Street - 46,Bilsen Road,Rilatt Street,505152.4,6970053.1,-27.392828,153.052114,Wavell Heights,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.05212004100878, -27.39281544591821], ""type"": ""Point""}","-27.39281544591821, 153.05212004100878"
15460,4174,Aspley Hypermarket 'D',Albany Creek Road,Albany Creek Access,501229.3,6973350.5,-27.363068,153.01243,Aspley,Bus Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.01243604930255, -27.363055442519055], ""type"": ""Point""}","-27.363055442519055, 153.01243604930255"
15461,4175,Aspley Hypermarket 'C',Albany Creek Road,Albany Creek Access,501253.8,6973345.8,-27.363111,153.012678,Aspley,Bus Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.01268404857765, -27.363098441982437], ""type"": ""Point""}","-27.363098441982437, 153.01268404857765"
15462,4176,Bilsen Road - 47,Bilsen Road,Hamilton Road,505167.6,6970217.4,-27.391345,153.052267,Wavell Heights,3 - Regular with seat,Y,Medium,Hard,Hard,,"{""coordinates"": [153.05227304152322, -27.391332446659707], ""type"": ""Point""}","-27.391332446659707, 153.05227304152322"
15463,4177,Wavell Heights North Hamilton Road,Hamilton Road,Bilsen Road,505219.5,6970236.9,-27.391168,153.052792,Wavell Heights,2 - Intermediate,Y,Medium,Easy,Easy,2017-01-17T11:00:00+10:00,"{""coordinates"": [153.05279804074357, -27.391155446563886], ""type"": ""Point""}","-27.391155446563886, 153.05279804074357"
15464,4178,Nundah North,Hamilton Road,Bayview Terrace,505534.5,6970184.1,-27.391645,153.055978,Wavell Heights,2 - Intermediate,Y,Easy,Medium,Easy,2016-01-29T11:00:00+10:00,"{""coordinates"": [153.05598404098401, -27.39163244634501], ""type"": ""Point""}","-27.39163244634501, 153.05598404098401"
15465,4179,Nundah North Hamilton Road,Hamilton Road,Beeby Street,505567.6,6970191.2,-27.39158,153.056312,Wavell Heights,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-17T11:00:00+10:00,"{""coordinates"": [153.05631804030006, -27.391567446963283], ""type"": ""Point""}","-27.391567446963283, 153.05631804030006"
15466,4180,Nundah North Sandgate Road,Sandgate Road,Hamilton Road,505844.3,6970197.8,-27.39152,153.059111,Nundah,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.05911704017933, -27.391507447101088], ""type"": ""Point""}","-27.391507447101088, 153.05911704017933"
15467,4181,Sandgate Road - 7,Sandgate Road,Maddocks Road,505855,6970363.6,-27.390022,153.059218,Nundah,5 - District,N,Hard,Easy,Hard,,"{""coordinates"": [153.0592240402332, -27.39000944671085], ""type"": ""Point""}","-27.39000944671085, 153.0592240402332"
15468,4183,Nundah North Sandgate Road,Sandgate Road,Hamilton Road,505866.4,6970160,-27.391861,153.059335,Nundah,2 - Intermediate,N,Medium,Medium,Hard,,"{""coordinates"": [153.05934104083738, -27.391848446753755], ""type"": ""Point""}","-27.391848446753755, 153.05934104083738"
15469,4184,Sandgate Road - 5,Sandgate Road,Northgate Road,505873.1,6969791,-27.395192,153.059405,Nundah,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [153.05941104018194, -27.395179447479883], ""type"": ""Point""}","-27.395179447479883, 153.05941104018194"
15470,4185,Sandgate Road - 5 used by Red & White,Sandgate Road,Northgate Road,505847.1,6969751.9,-27.395545,153.059141,Nundah,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [153.05914704021137, -27.395532446633478], ""type"": ""Point""}","-27.395532446633478, 153.05914704021137"
15471,4186,Nundah - Rode Road - 4,Sandgate Road,Robinson Road,505871.9,6969536.9,-27.397486,153.059394,Nundah,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [153.0594000391726, -27.397473447200888], ""type"": ""Point""}","-27.397473447200888, 153.0594000391726"
15472,4187,Nundah - Rode Road Sandgate Road,Sandgate Road,Rode Road,505843.3,6969538.8,-27.397468,153.059104,Wavell Heights,2 - Intermediate,Y,Easy,Easy,Medium,2019-11-15T11:00:00+10:00,"{""coordinates"": [153.0591100393358, -27.39745544737106], ""type"": ""Point""}","-27.39745544737106, 153.0591100393358"
15473,4188,Nundah Sandgate Road,Sandgate Road,Oliver Street,505825.6,6969384.3,-27.398864,153.058926,Nundah,2 - Intermediate,Y,Easy,Easy,Medium,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.05893203993338, -27.398851447059958], ""type"": ""Point""}","-27.398851447059958, 153.05893203993338"
15474,4189,Flower Street - 14,Northgate Road,Northgate Road,506220.8,6970133,-27.392102,153.06292,Northgate,2 - Intermediate,Y,Easy,Medium,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.06292603953128, -27.392089447605013], ""type"": ""Point""}","-27.392089447605013, 153.06292603953128"
15475,4190,Flower Street - 14,Flower Street,Northgate Road,506273.6,6970187.2,-27.391613,153.063454,Northgate,4 - Regular,Y,Easy,Medium,Easy,2023-02-06T11:00:00+10:00,"{""coordinates"": [153.06346004022149, -27.39160044772818], ""type"": ""Point""}","-27.39160044772818, 153.06346004022149"
15476,4191,Cavendish Street - 10,Cavendish Street,Cameron Street,506125.3,6969833.4,-27.394808,153.061955,Nundah,3 - Regular with seat,N,Medium,Hard,Medium,,"{""coordinates"": [153.061961039319, -27.394795447651184], ""type"": ""Point""}","-27.394795447651184, 153.061961039319"
15477,4192,Cavendish Street - 10,Cavendish Street,Cameron Street,506131.3,6969806.5,-27.39505,153.062016,Nundah,3 - Regular with seat,N,Medium,Medium,Easy,,"{""coordinates"": [153.06202203928595, -27.395037447227633], ""type"": ""Point""}","-27.395037447227633, 153.06202203928595"
15478,4193,Aspley Hypermarket 'B',Albany Creek Road,Albany Creek Access,501278.3,6973341,-27.363154,153.012926,Aspley,3 - Regular with seat,N,Hard,Hard,Hard,,"{""coordinates"": [153.01293204905542, -27.363141441907718], ""type"": ""Point""}","-27.363141441907718, 153.01293204905542"
15479,4194,Aspley Hypermarket 'A',Albany Creek Road,Albany Creek Access,501302.8,6973336.3,-27.363196,153.013174,Aspley,Bus Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.0131800485953, -27.363183441978517], ""type"": ""Point""}","-27.363183441978517, 153.0131800485953"
15480,4195,Sandgate Road,Rode Road,Sandgate Road,505813.7,6969509.5,-27.397733,153.058805,Wavell Heights,4 - Regular,Y,Easy,Hard,Medium,2023-03-28T12:00:00+10:00,"{""coordinates"": [153.05881103936233, -27.397720446749933], ""type"": ""Point""}","-27.397720446749933, 153.05881103936233"
15481,4196,Campbell Terrace,Rode Road,Campbell Terrace,505581.4,6969547.9,-27.397388,153.056455,Wavell Heights,4 - Regular,Y,Easy,Hard,Easy,2023-03-28T12:00:00+10:00,"{""coordinates"": [153.05646104013258, -27.39737544683488], ""type"": ""Point""}","-27.39737544683488, 153.05646104013258"
15482,4197,Rode Road - 41,Rode Road,Evans Street,505473.9,6969552.8,-27.397344,153.055368,Wavell Heights,3 - Regular with seat,Y,Easy,Hard,Easy,,"{""coordinates"": [153.0553740401439, -27.39733144707579], ""type"": ""Point""}","-27.39733144707579, 153.0553740401439"
15483,4198,Rode Road - 42/43,Rode Road,Bayview Terrace,505367.4,6969585.1,-27.397053,153.054291,Wavell Heights,2 - Intermediate,Y,Easy,Medium,Medium,2017-01-17T11:00:00+10:00,"{""coordinates"": [153.054297040318, -27.397040446507297], ""type"": ""Point""}","-27.397040446507297, 153.054297040318"
15484,4199,Rode Road - 42/43,Rode Road,Sugarloaf Street,505232.9,6969591.8,-27.396993,153.05293,Wavell Heights,3 - Regular with seat,Y,Easy,Medium,Medium,2016-01-29T11:00:00+10:00,"{""coordinates"": [153.05293604039002, -27.39698044603994], ""type"": ""Point""}","-27.39698044603994, 153.05293604039002"
15485,4201,Bilsen Road - 44,Bilsen Road,Rode Road,505089,6969669,-27.396296,153.051475,Wavell Heights,3 - Regular with seat,Y,Medium,Hard,Hard,,"{""coordinates"": [153.0514810409203, -27.396283446404144], ""type"": ""Point""}","-27.396283446404144, 153.0514810409203"
15486,4202,Bilsen Road - 45,Bilsen Road,Norman Street,505097.9,6969803,-27.395087,153.051564,Wavell Heights,2 - Intermediate,Y,Easy,Medium,Medium,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.05157004061832, -27.39507444661422], ""type"": ""Point""}","-27.39507444661422, 153.05157004061832"
15487,4203,Bilsen Road - 45,Bilsen Road,Joppa Lane,505117.5,6969845.1,-27.394706,153.051762,Wavell Heights,2 - Intermediate,Y,Easy,Hard,Medium,2017-03-27T12:00:00+10:00,"{""coordinates"": [153.05176804130238, -27.39469344591813], ""type"": ""Point""}","-27.39469344591813, 153.05176804130238"
15488,4204,Buckland Road - 34,Buckland Road,Shaw Road,504797.3,6969058.4,-27.40181,153.048526,Nundah,2 - Intermediate,Y,Easy,Medium,Hard,,"{""coordinates"": [153.0485320402097, -27.40179744566367], ""type"": ""Point""}","-27.40179744566367, 153.0485320402097"
15489,4205,Imbros Street - 35/36,Buckland Road,Imbros Street,504986.4,6969039.6,-27.401979,153.050439,Nundah,2 - Intermediate,N,Easy,Easy,Medium,,"{""coordinates"": [153.0504450403283, -27.401966446296903], ""type"": ""Point""}","-27.401966446296903, 153.0504450403283"
15490,4206,Imbros Street - 35,Buckland Road,View Street,505043,6969019.3,-27.402162,153.051012,Nundah,3 - Regular with seat,Y,Medium,Easy,Medium,,"{""coordinates"": [153.05101803954034, -27.402149446518177], ""type"": ""Point""}","-27.402149446518177, 153.05101803954034"
15491,4207,Bishop Street - 37,Buckland Road,Bishop Street,505193.6,6969006.6,-27.402276,153.052535,Nundah,2 - Intermediate,Y,Easy,Medium,Hard,,"{""coordinates"": [153.0525410394383, -27.402263446742893], ""type"": ""Point""}","-27.402263446742893, 153.0525410394383"
15492,4208,Bishop Street - 37,Buckland Road,Bishop Street,505197.2,6968993.8,-27.402392,153.052572,Nundah,2 - Intermediate,Y,Easy,Medium,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0525780395809, -27.402379446277827], ""type"": ""Point""}","-27.402379446277827, 153.0525780395809"
15493,4209,Park Road - 38,Buckland Road,Park Road,505446.3,6968966.7,-27.402635,153.055091,Nundah,2 - Intermediate,N,Medium,Hard,Medium,,"{""coordinates"": [153.0550970393807, -27.402622446348342], ""type"": ""Point""}","-27.402622446348342, 153.0550970393807"
15494,4210,Toombul Terrace - 38C,Buckland Road,Park Road,505485.8,6968946.5,-27.402817,153.055492,Nundah,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.0554980389274, -27.402804446885437], ""type"": ""Point""}","-27.402804446885437, 153.0554980389274"
15495,4211,Stringybark Drive - 48,Horn Road,Horn Drive,500558.9,6972672.8,-27.369187,153.005652,Aspley,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.0056580493887, -27.369174441708118], ""type"": ""Point""}","-27.369174441708118, 153.0056580493887"
15496,4212,Leslie Street - 38,Buckland Road,Leslie Street,505641,6968921.7,-27.40304,153.057061,Nundah,3 - Regular with seat,Y,Easy,Hard,Medium,2019-11-15T11:00:00+10:00,"{""coordinates"": [153.05706703929923, -27.403027446618587], ""type"": ""Point""}","-27.403027446618587, 153.05706703929923"
15497,4213,Nundah State School - 38A,Buckland Road,Bage Street,505731.2,6968922.1,-27.403037,153.057974,Nundah,2 - Intermediate,Y,Easy,Easy,Hard,2017-01-17T11:00:00+10:00,"{""coordinates"": [153.05798003949153, -27.40302444666442], ""type"": ""Point""}","-27.40302444666442, 153.05798003949153"
15498,4214,Bage Street - 37,Buckland Road,Bage Street,505851.1,6968890.3,-27.403324,153.059186,Nundah,2 - Intermediate,Y,Easy,Medium,Medium,2016-01-29T11:00:00+10:00,"{""coordinates"": [153.05919203867296, -27.403311446694314], ""type"": ""Point""}","-27.403311446694314, 153.05919203867296"
15499,4215,Prince Charles Hospital - entrance,Hamilton Road,Prince Charles Hospital Access,502217.8,6970285.2,-27.390741,153.022431,Chermside,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02243704398794, -27.390728443270984], ""type"": ""Point""}","-27.390728443270984, 153.02243704398794"
15500,4216,Windsor Street - 40,Windsor Street,Eton Street,505522.7,6969344.7,-27.399223,153.055863,Nundah,2 - Intermediate,Y,Easy,Easy,Medium,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.05586904026518, -27.399210446423933], ""type"": ""Point""}","-27.399210446423933, 153.05586904026518"
15501,4217,Windsor Street - 40,Eton Street,Eton Road,505520.3,6969287.5,-27.399739,153.055838,Nundah,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0558440401449, -27.399726446319253], ""type"": ""Point""}","-27.399726446319253, 153.0558440401449"
15502,4218,Boyd Road - 39,Park Road,Boyd Road,505507.7,6969136.5,-27.401102,153.055712,Nundah,2 - Intermediate,Y,Easy,Hard,Easy,2019-09-10T12:00:00+10:00,"{""coordinates"": [153.0557180396739, -27.401089446537174], ""type"": ""Point""}","-27.401089446537174, 153.0557180396739"
15503,4219,Boyd Road - 39,Park Road,Boyd Road,505477.9,6969036.2,-27.402008,153.055411,Nundah,2 - Intermediate,N,Easy,Easy,Hard,,"{""coordinates"": [153.05541703918388, -27.40199544713113], ""type"": ""Point""}","-27.40199544713113, 153.05541703918388"
15504,4220,Park Road - 38,Buckland Road,Buckland Road,505480.9,6968981.7,-27.4025,153.055441,Nundah,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.05544703982855, -27.40248744633167], ""type"": ""Point""}","-27.40248744633167, 153.05544703982855"
15505,4221,Gunn Street,Redwood Street,Gunn Street,500230.7,6969055.3,-27.401847,153.002333,Stafford,4 - Regular,Y,Medium,Easy,Medium,,"{""coordinates"": [153.00233904539272, -27.4018344416413], ""type"": ""Point""}","-27.4018344416413, 153.00233904539272"
15506,4222,Pleshette Place,Rode Road,Pleshette Place,498669.9,6970712.4,-27.386885,152.986547,Mcdowall,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [152.9865530487684, -27.38687244010859], ""type"": ""Point""}","-27.38687244010859, 152.9865530487684"
15507,4223,Nundah - 2,Sandgate Road,Roundabout Road,505907.3,6969093.1,-27.401492,153.059754,Nundah,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.05976003884442, -27.401479447137763], ""type"": ""Point""}","-27.401479447137763, 153.05976003884442"
15508,4224,Nundah Sandgate Road,Sandgate Road,Roundabout Road,505887.9,6969096.9,-27.401458,153.059557,Nundah,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.05956303890852, -27.401445446773874], ""type"": ""Point""}","-27.401445446773874, 153.05956303890852"
15509,4225,Buckland Road - 1,Buckland Road,Danby Road,506071,6968869.1,-27.403514,153.061411,Nundah,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.06141703883506, -27.40350144773857], ""type"": ""Point""}","-27.40350144773857, 153.06141703883506"
15510,4226,Union Street - 2,Buckland Road,Union Street,506189.9,6968851.8,-27.403669,153.062614,Nundah,3 - Regular with seat,Y,Easy,Easy,Medium,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.06262003863392, -27.403656447740822], ""type"": ""Point""}","-27.403656447740822, 153.06262003863392"
15511,4227,Union Street - 2,Buckland Road,Union Street,506159.6,6968844.1,-27.403739,153.062307,Nundah,3 - Regular with seat,Y,Easy,Easy,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.06231303906452, -27.40372644711877], ""type"": ""Point""}","-27.40372644711877, 153.06231303906452"
15512,4228,Sandgate Road - 1,Sandgate Road,Buckland Road,505961.8,6968918.9,-27.403065,153.060306,Nundah,2 - Intermediate,Y,Easy,Medium,Easy,2016-01-29T11:00:00+10:00,"{""coordinates"": [153.06031203901208, -27.403052447284963], ""type"": ""Point""}","-27.403052447284963, 153.06031203901208"
15513,4229,Stringybark Drive - 48,Stringybark Road,Horn Road,500562.3,6972619.7,-27.369667,153.005686,Aspley,3 - Regular with seat,Y,Easy,Easy,Medium,2017-08-24T12:00:00+10:00,"{""coordinates"": [153.0056920492765, -27.369654441081096], ""type"": ""Point""}","-27.369654441081096, 153.0056920492765"
15514,4230,Sandgate Road - 1,Sandgate Road,Buckland Road,505978.4,6968835.4,-27.403819,153.060474,Nundah,3 - Regular with seat,Y,Medium,Easy,Easy,2017-02-21T11:00:00+10:00,"{""coordinates"": [153.06048003842784, -27.403806447055334], ""type"": ""Point""}","-27.403806447055334, 153.06048003842784"
15515,4242,Pinkenba Primary - 55,Serpentine Road,Eagle Farm Road,511937,6966960.2,-27.420709,153.120767,Pinkenba,2 - Intermediate,Y,Easy,Easy,Easy,2023-03-02T11:00:00+10:00,"{""coordinates"": [153.1207730303183, -27.420696452986885], ""type"": ""Point""}","-27.420696452986885, 153.1207730303183"
15516,4244,Esker Street - 53,Mcbride Road,Esker Street,511773.1,6966884.2,-27.421396,153.119109,Pinkenba,3 - Regular with seat,Y,Easy,Easy,Medium,2023-02-20T11:00:00+10:00,"{""coordinates"": [153.1191150299102, -27.42138345324877], ""type"": ""Point""}","-27.42138345324877, 153.1191150299102"
15517,4245,Esker St - 53,Mcbride Road,Esker Street,511754.5,6966859,-27.421624,153.118921,Pinkenba,4 - Regular,Y,Easy,Easy,Easy,2023-02-20T11:00:00+10:00,"{""coordinates"": [153.11892702978702, -27.421611453484484], ""type"": ""Point""}","-27.421611453484484, 153.11892702978702"
15518,4246,Hopper St - 52,Mcbride Road,Hopper Street,511752.5,6966764.7,-27.422475,153.118902,Pinkenba,2 - Intermediate,Y,Easy,Easy,Medium,,"{""coordinates"": [153.11890802966732, -27.422462453674715], ""type"": ""Point""}","-27.422462453674715, 153.11890802966732"
15519,4247,Hopper St - 52,Mcbride Road,Hopper Street,511734.4,6966743.1,-27.422671,153.118719,Pinkenba,4 - Regular,Y,Easy,Easy,Easy,,"{""coordinates"": [153.11872503043176, -27.42265845306831], ""type"": ""Point""}","-27.42265845306831, 153.11872503043176"
